longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-116.97,32.83,23.0,149.0,32.0,101.0,34.0,2.6458,112.5
-122.16,38.05,52.0,1888.0,457.0,830.0,408.0,3.1373,185.1
-120.44,38.61,9.0,2598.0,548.0,796.0,297.0,3.5192,98.0
-118.05,34.09,23.0,602.0,135.0,409.0,123.0,3.5268,146.4
-121.74,38.55,33.0,6861.0,1820.0,3717.0,1767.0,1.7311,182.6
-117.2,32.8,34.0,4854.0,912.0,2089.0,854.0,3.8542,200.0
-120.65,36.98,26.0,1787.0,364.0,1548.0,362.0,1.7188,49.5
-122.22,37.79,44.0,1487.0,314.0,961.0,272.0,3.5156,109.5
-117.97,33.89,14.0,923.0,136.0,420.0,130.0,10.2252,462.8
-122.0,37.86,18.0,8953.0,1074.0,3011.0,993.0,10.7372,500.001
-118.35,34.05,44.0,1856.0,493.0,1374.0,469.0,2.0984,158.0
-122.5,37.76,48.0,1408.0,295.0,891.0,269.0,3.8333,296.3
-117.39,33.98,37.0,2337.0,452.0,948.0,437.0,3.145,169.1
-122.04,36.98,33.0,797.0,125.0,385.0,133.0,6.7974,367.6
-117.96,33.78,33.0,1520.0,239.0,658.0,242.0,4.875,269.3
-118.47,34.06,45.0,3030.0,433.0,916.0,399.0,9.4664,500.001
-118.11,34.0,24.0,2403.0,590.0,2103.0,547.0,2.7292,193.8
-117.72,33.62,19.0,1144.0,268.0,365.0,279.0,2.8583,105.8
-122.04,37.34,20.0,4475.0,1048.0,2271.0,1021.0,4.8836,396.2
-121.86,37.7,13.0,9621.0,1344.0,4389.0,1391.0,6.6827,313.7
-118.53,34.19,32.0,2618.0,692.0,1961.0,633.0,2.625,192.3
-122.04,37.61,36.0,1151.0,216.0,727.0,215.0,4.1719,187.0
-120.82,37.49,25.0,1611.0,285.0,882.0,261.0,3.5547,122.4
-117.68,34.15,24.0,1033.0,189.0,486.0,204.0,4.1719,213.5
-121.52,38.53,31.0,3089.0,585.0,1366.0,561.0,4.2885,160.3
-122.49,37.98,34.0,1256.0,178.0,460.0,174.0,6.4271,451.7
-118.97,34.18,18.0,7338.0,1020.0,3419.0,1058.0,7.0242,293.1
-118.5,34.45,25.0,1290.0,190.0,689.0,216.0,6.0097,220.2
-124.25,40.28,32.0,1430.0,419.0,434.0,187.0,1.9417,76.1
-117.27,33.93,2.0,337.0,55.0,115.0,49.0,3.1042,164.8
-119.01,35.38,52.0,114.0,26.0,158.0,26.0,1.075,67.5
-122.28,37.89,52.0,1225.0,169.0,412.0,168.0,5.7912,327.1
-118.19,33.84,24.0,1228.0,320.0,537.0,273.0,2.25,192.0
-117.28,32.77,38.0,1267.0,340.0,442.0,250.0,4.3403,500.0
-120.5,37.37,18.0,8606.0,1678.0,5303.0,1644.0,2.4012,79.7
-118.32,34.17,47.0,2589.0,465.0,1284.0,485.0,5.1008,247.1
-118.18,34.02,37.0,2631.0,734.0,3228.0,701.0,2.15,132.2
-118.06,34.13,40.0,4307.0,918.0,1769.0,845.0,3.6341,391.5
-117.25,32.72,33.0,1677.0,228.0,629.0,239.0,6.597,496.4
-121.64,36.82,18.0,1819.0,283.0,919.0,295.0,4.1696,222.5
-118.77,34.28,6.0,4685.0,965.0,2180.0,909.0,4.5458,208.2
-122.29,37.88,48.0,2365.0,490.0,1034.0,475.0,3.1065,229.2
-122.11,37.67,38.0,1035.0,247.0,599.0,224.0,3.0917,167.2
-117.44,34.08,15.0,5024.0,992.0,3208.0,981.0,3.6025,116.4
-122.05,37.95,20.0,563.0,107.0,246.0,123.0,5.4482,190.8
-121.8,37.69,17.0,3956.0,639.0,2222.0,662.0,5.4324,215.5
-118.43,34.3,28.0,271.0,61.0,246.0,62.0,1.7062,164.6
-117.8,33.55,35.0,2067.0,428.0,724.0,377.0,5.8371,500.001
-117.4,34.15,4.0,12156.0,1864.0,5020.0,1524.0,4.7909,149.2
-117.84,34.12,34.0,2026.0,345.0,1142.0,332.0,4.392,187.6
-118.11,33.84,36.0,1463.0,257.0,722.0,260.0,4.8438,226.3
-121.68,39.11,19.0,1366.0,220.0,596.0,203.0,4.0625,141.7
-118.49,34.02,28.0,2545.0,752.0,1548.0,679.0,2.9125,475.0
-118.56,34.41,4.0,17313.0,3224.0,6902.0,2707.0,5.6798,320.9
-118.01,34.09,29.0,3402.0,747.0,2331.0,690.0,3.6094,179.2
-122.03,37.25,34.0,2892.0,413.0,903.0,365.0,7.8711,500.001
-117.2,33.38,14.0,5392.0,821.0,2350.0,810.0,5.0507,291.5
-117.14,32.91,14.0,3014.0,710.0,2165.0,705.0,3.7837,160.3
-122.07,37.37,30.0,2937.0,407.0,1097.0,407.0,7.9813,473.5
-122.28,37.9,52.0,2261.0,328.0,819.0,335.0,4.9083,346.8
-118.21,34.04,37.0,845.0,249.0,881.0,252.0,2.2454,165.0
-122.27,37.89,52.0,3046.0,373.0,975.0,365.0,8.8342,430.5
-121.67,39.14,22.0,2264.0,390.0,1056.0,403.0,3.6111,112.3
-115.54,32.79,23.0,1712.0,403.0,1370.0,377.0,1.275,60.4
-122.53,37.93,42.0,2171.0,362.0,887.0,347.0,6.6125,393.2
-119.64,36.82,14.0,4872.0,656.0,2085.0,617.0,5.6739,173.8
-118.13,34.13,52.0,2826.0,381.0,924.0,365.0,7.9976,500.001
-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,155.4
-120.85,37.77,20.0,651.0,157.0,421.0,151.0,2.0833,77.3
-120.45,34.97,10.0,1897.0,354.0,1353.0,357.0,3.7679,131.3
-122.3,37.52,32.0,2297.0,347.0,871.0,342.0,8.1039,382.2
-117.92,34.1,33.0,1921.0,397.0,1492.0,393.0,4.375,150.5
-121.99,37.39,25.0,3495.0,834.0,2484.0,797.0,4.8145,230.7
-121.22,38.68,10.0,6262.0,1278.0,2954.0,1169.0,3.4506,139.0
-117.04,32.62,26.0,3620.0,607.0,2000.0,593.0,4.9962,156.0
-118.21,34.03,45.0,1860.0,472.0,1893.0,456.0,2.6573,141.8
-117.36,33.88,10.0,5600.0,848.0,2573.0,788.0,5.0346,240.5
-121.08,38.95,18.0,1931.0,380.0,1271.0,377.0,2.7463,156.1
-117.8,33.66,16.0,2542.0,498.0,1022.0,494.0,4.0,223.4
-117.12,32.58,26.0,1360.0,309.0,869.0,328.0,3.0217,131.6
-121.13,36.21,34.0,2504.0,550.0,1810.0,547.0,3.4821,113.7
-120.7,35.76,15.0,1914.0,425.0,1130.0,421.0,2.2165,90.6
-122.53,37.91,37.0,2524.0,398.0,999.0,417.0,7.9892,500.001
-121.35,38.02,15.0,3583.0,644.0,2183.0,643.0,3.428,140.7
-122.18,37.75,45.0,990.0,261.0,901.0,260.0,2.1731,82.0
-122.04,37.36,26.0,3298.0,460.0,1241.0,472.0,6.8753,403.0
-119.71,36.8,17.0,2056.0,366.0,1259.0,367.0,3.9338,84.7
-122.42,37.77,52.0,4226.0,1315.0,2619.0,1242.0,2.5755,325.0
-116.87,32.72,13.0,3268.0,491.0,1431.0,503.0,5.7652,259.9
-122.23,38.14,36.0,1412.0,260.0,792.0,268.0,2.3056,90.4
-118.46,34.04,19.0,3522.0,1036.0,1820.0,977.0,3.2663,337.5
-121.89,37.26,26.0,1864.0,331.0,956.0,325.0,5.5,231.7
-118.3,34.07,31.0,1489.0,664.0,1793.0,556.0,2.4348,230.6
-121.11,38.04,32.0,1083.0,188.0,471.0,178.0,2.9241,187.5
-118.16,34.07,41.0,247.0,55.0,925.0,50.0,3.5769,135.7
-122.29,37.9,52.0,1604.0,263.0,594.0,286.0,5.338,270.9
-121.12,38.0,36.0,683.0,159.0,505.0,141.0,3.4265,158.9
-117.12,32.9,13.0,1743.0,363.0,854.0,353.0,4.6667,138.2
-121.99,38.53,6.0,4598.0,834.0,2561.0,812.0,3.4186,127.3
-117.08,32.58,15.0,1462.0,274.0,1002.0,271.0,3.9698,142.7
-116.34,33.36,24.0,2746.0,514.0,731.0,295.0,3.3214,176.4
-117.36,34.09,32.0,3616.0,631.0,2131.0,593.0,3.2879,95.5
-121.24,38.67,28.0,3558.0,589.0,1742.0,581.0,4.0182,131.7
-122.48,37.78,48.0,2835.0,728.0,1674.0,684.0,3.129,375.0
-119.11,36.21,10.0,1972.0,455.0,1469.0,442.0,1.5407,58.4
-118.35,34.02,34.0,5218.0,1576.0,3538.0,1371.0,1.5143,118.8
-116.3,33.68,10.0,2387.0,481.0,863.0,304.0,2.8882,137.5
-115.56,32.76,15.0,1278.0,217.0,653.0,185.0,4.4821,140.3
-118.0,33.81,17.0,1530.0,404.0,883.0,344.0,2.8835,196.5
-117.07,32.76,42.0,1827.0,378.0,880.0,380.0,2.5125,176.6
-117.32,34.12,39.0,2210.0,498.0,1752.0,477.0,1.4066,66.4
-117.93,34.06,35.0,1022.0,183.0,628.0,187.0,3.9375,187.5
-121.16,38.67,21.0,6198.0,1223.0,2827.0,1179.0,3.7796,159.0
-121.28,38.68,14.0,11442.0,2690.0,6068.0,2435.0,2.6016,121.2
-121.73,38.54,18.0,974.0,317.0,521.0,317.0,1.0633,137.5
-121.32,38.01,20.0,1903.0,395.0,919.0,359.0,2.6765,96.4
-117.99,33.68,18.0,2024.0,462.0,1047.0,451.0,3.5848,186.9
-121.93,37.26,39.0,1103.0,175.0,446.0,163.0,2.8125,291.3
-118.11,33.87,15.0,3254.0,598.0,1772.0,618.0,5.0417,240.8
-122.33,37.55,33.0,2199.0,312.0,827.0,319.0,6.1349,500.001
-121.79,38.69,23.0,1755.0,321.0,1061.0,313.0,2.8864,103.1
-117.95,33.81,24.0,2749.0,498.0,1367.0,460.0,4.025,240.7
-117.87,33.89,22.0,2340.0,664.0,1382.0,546.0,3.343,184.6
-122.3,38.25,18.0,3548.0,880.0,1476.0,699.0,3.7188,163.4
-117.24,33.38,16.0,2792.0,525.0,1696.0,516.0,3.668,171.2
-118.32,33.86,32.0,3485.0,678.0,1715.0,649.0,4.6563,291.7
-118.26,33.79,42.0,1162.0,264.0,1044.0,241.0,3.5488,205.6
-118.34,34.18,46.0,1393.0,301.0,714.0,295.0,2.8125,229.9
-122.74,38.42,42.0,2050.0,434.0,1073.0,416.0,2.375,141.0
-118.45,34.26,35.0,1724.0,311.0,992.0,315.0,4.8359,195.6
-121.64,36.72,17.0,4203.0,816.0,2900.0,827.0,4.1742,159.9
-117.38,33.99,52.0,1797.0,332.0,905.0,313.0,2.7054,141.7
-117.61,34.09,23.0,1945.0,362.0,1483.0,383.0,4.4205,135.5
-117.93,33.68,33.0,2664.0,432.0,1197.0,429.0,5.069,264.2
-120.13,35.87,26.0,48.0,8.0,13.0,8.0,2.375,71.3
-122.48,37.7,33.0,4492.0,1583.0,3477.0,1537.0,3.0546,297.9
-120.59,35.12,27.0,3055.0,677.0,1407.0,610.0,2.1702,179.7
-118.13,34.19,48.0,2539.0,425.0,930.0,364.0,4.7269,303.9
-119.52,34.4,20.0,1834.0,477.0,1305.0,417.0,3.2125,251.0
-118.37,33.91,35.0,1742.0,283.0,812.0,282.0,5.6704,303.7
-117.75,34.1,21.0,8069.0,2174.0,4369.0,2036.0,3.2756,156.8
-117.94,33.93,33.0,1770.0,370.0,1346.0,366.0,4.0833,162.5
-117.8,33.83,17.0,2971.0,350.0,1180.0,346.0,11.1228,500.001
-117.81,33.66,20.0,2851.0,490.0,1192.0,463.0,5.8752,274.2
-116.95,32.81,31.0,1277.0,293.0,698.0,237.0,3.1106,147.7
-122.44,37.79,52.0,2083.0,491.0,1224.0,483.0,4.0882,468.8
-118.41,34.0,35.0,684.0,161.0,381.0,159.0,2.8393,272.0
-117.67,34.13,10.0,2846.0,362.0,1221.0,355.0,7.7234,304.1
-121.42,38.22,35.0,1507.0,313.0,868.0,283.0,2.0284,96.3
-118.28,34.05,41.0,1788.0,774.0,2931.0,702.0,1.4413,158.9
-120.1,36.66,19.0,2020.0,416.0,1341.0,360.0,1.7,69.0
-118.15,34.04,44.0,647.0,142.0,457.0,143.0,3.6875,162.5
-118.07,33.72,32.0,1179.0,250.0,369.0,209.0,5.1824,500.001
-118.22,33.95,42.0,3896.0,981.0,4496.0,993.0,3.153,150.9
-122.38,40.69,21.0,1774.0,370.0,875.0,354.0,1.7422,61.5
-122.08,37.24,21.0,427.0,63.0,182.0,70.0,11.3283,500.001
-122.12,37.71,35.0,1037.0,207.0,552.0,210.0,4.0,167.9
-124.09,40.44,38.0,2220.0,426.0,1041.0,401.0,2.3947,70.5
-121.35,38.56,16.0,2629.0,491.0,1265.0,485.0,4.5066,140.2
-119.51,37.32,14.0,362.0,78.0,88.0,39.0,3.5893,214.3
-122.13,37.7,21.0,4124.0,1054.0,2162.0,998.0,2.6321,223.1
-117.99,33.89,23.0,2111.0,306.0,979.0,288.0,8.5621,347.8
-118.24,34.12,34.0,80.0,26.0,125.0,35.0,0.8907,154.2
-122.02,37.59,18.0,1165.0,333.0,855.0,319.0,3.6923,213.2
-118.28,34.08,42.0,997.0,374.0,982.0,372.0,2.9423,200.0
-118.28,34.11,45.0,1607.0,331.0,633.0,332.0,3.1445,438.3
-120.3,38.9,11.0,1961.0,435.0,113.0,53.0,0.9227,95.5
-116.92,32.86,11.0,2204.0,518.0,1472.0,497.0,2.3693,127.0
-117.1,32.97,17.0,3167.0,861.0,2098.0,828.0,2.4459,85.8
-122.25,37.77,52.0,859.0,157.0,429.0,158.0,4.3098,197.9
-118.42,34.18,31.0,2887.0,646.0,1626.0,637.0,3.6745,335.5
-118.44,35.75,23.0,3166.0,700.0,1097.0,493.0,2.6288,96.0
-118.8,34.21,16.0,1466.0,196.0,661.0,209.0,6.2893,282.7
-117.88,33.72,36.0,1910.0,352.0,1593.0,329.0,3.89,170.0
-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,78.4
-121.36,38.02,5.0,2229.0,543.0,1010.0,474.0,4.1719,206.1
-119.25,35.76,36.0,2332.0,656.0,2175.0,610.0,1.6045,57.3
-117.38,34.12,17.0,5959.0,1208.0,4115.0,1088.0,2.4053,105.2
-117.41,33.96,24.0,4481.0,901.0,2398.0,823.0,3.864,123.4
-118.33,33.69,41.0,2168.0,357.0,1171.0,374.0,4.7216,311.9
-117.0,32.77,35.0,2114.0,317.0,881.0,320.0,5.5,241.4
-120.02,37.57,17.0,2116.0,425.0,909.0,319.0,2.7188,113.1
-121.28,37.96,28.0,1942.0,724.0,1618.0,638.0,0.9365,52.5
-118.02,34.04,28.0,6175.0,1449.0,5041.0,1408.0,2.8821,158.1
-118.44,34.05,20.0,5943.0,1538.0,2492.0,1429.0,4.1141,305.0
-117.9,33.66,4.0,456.0,91.0,623.0,84.0,6.6369,192.6
-118.18,33.9,25.0,1709.0,442.0,1177.0,410.0,2.4333,155.0
-120.66,35.27,46.0,2217.0,544.0,1107.0,527.0,2.8009,192.6
-122.02,37.39,35.0,2297.0,497.0,1428.0,497.0,4.7431,239.7
-121.94,37.76,4.0,6875.0,1439.0,2889.0,1307.0,4.6932,356.1
-118.28,34.01,46.0,441.0,167.0,621.0,144.0,1.8824,162.5
-124.05,40.94,14.0,1452.0,217.0,516.0,181.0,5.0329,165.6
-118.03,33.83,25.0,3030.0,532.0,1668.0,509.0,4.625,229.6
-117.93,33.76,21.0,2884.0,662.0,2613.0,645.0,4.05,177.9
-119.32,36.22,5.0,2319.0,438.0,1283.0,423.0,3.6343,95.4
-117.83,34.11,29.0,2671.0,437.0,1484.0,445.0,4.9844,203.0
-117.03,33.13,15.0,7000.0,1185.0,3555.0,1118.0,4.7022,172.8
-120.76,38.73,17.0,512.0,129.0,314.0,140.0,1.5625,108.3
-121.38,38.59,36.0,2253.0,434.0,1018.0,426.0,3.2596,98.7
-122.49,37.86,35.0,2729.0,538.0,969.0,528.0,6.7669,500.001
-117.41,33.94,29.0,3181.0,714.0,1603.0,706.0,3.25,112.5
-122.47,37.71,44.0,2547.0,511.0,1577.0,516.0,4.1939,237.9
-119.19,34.19,35.0,2599.0,552.0,2726.0,543.0,3.2212,180.5
-122.49,37.74,44.0,1472.0,275.0,820.0,310.0,5.6826,300.0
-117.11,32.67,52.0,204.0,74.0,248.0,57.0,1.7961,47.5
-121.58,39.15,38.0,1756.0,396.0,837.0,401.0,1.9122,55.5
-118.4,33.87,45.0,2181.0,505.0,965.0,471.0,5.3816,500.001
-118.35,34.1,24.0,5477.0,1803.0,2863.0,1755.0,1.845,237.5
-117.39,34.11,16.0,1140.0,181.0,627.0,206.0,4.9444,132.7
-121.26,36.32,30.0,146.0,41.0,164.0,40.0,2.3,206.3
-121.46,38.61,43.0,1111.0,269.0,613.0,290.0,1.2917,66.3
-122.48,38.51,49.0,1977.0,393.0,741.0,339.0,3.1312,247.6
-117.26,34.48,6.0,4632.0,753.0,1851.0,694.0,4.1933,163.1
-124.16,41.92,19.0,1668.0,324.0,841.0,283.0,2.1336,75.0
-117.96,33.8,30.0,729.0,131.0,488.0,139.0,4.7667,195.2
-117.84,34.04,4.0,9959.0,1544.0,4904.0,1429.0,6.9754,402.5
-118.1,34.12,50.0,1835.0,231.0,636.0,211.0,11.6471,500.001
-118.2,33.98,30.0,2369.0,753.0,3259.0,770.0,2.1964,158.5
-121.4,38.55,19.0,2497.0,494.0,748.0,442.0,2.925,142.4
-121.89,37.35,47.0,2879.0,631.0,2229.0,606.0,3.2599,183.1
-116.2,32.64,28.0,1608.0,409.0,567.0,254.0,1.4648,61.8
-116.95,33.73,21.0,4587.0,810.0,2233.0,765.0,3.2371,94.5
-118.3,33.93,35.0,1300.0,356.0,1216.0,326.0,1.2,99.2
-117.84,33.8,35.0,1490.0,251.0,629.0,257.0,4.3661,222.1
-122.13,37.41,36.0,4787.0,900.0,2039.0,890.0,5.4063,440.9
-118.42,34.3,29.0,3334.0,712.0,2919.0,718.0,3.6548,180.3
-117.17,32.77,6.0,3856.0,875.0,1547.0,816.0,4.5481,164.8
-117.52,33.83,22.0,2397.0,400.0,1347.0,403.0,4.46,189.8
-122.71,38.5,15.0,5645.0,830.0,2324.0,769.0,6.6104,330.9
-124.15,40.88,33.0,2235.0,506.0,1165.0,441.0,1.725,57.5
-118.01,33.84,28.0,4097.0,838.0,2112.0,803.0,4.5,202.1
-117.22,34.15,9.0,2524.0,352.0,1139.0,362.0,6.2516,159.3
-122.1,37.69,41.0,746.0,145.0,387.0,161.0,3.9063,178.4
-118.24,33.97,43.0,1357.0,349.0,1657.0,331.0,2.0819,111.8
-117.91,33.66,26.0,5761.0,1326.0,2681.0,1116.0,4.0341,243.3
-118.23,34.12,28.0,1546.0,465.0,974.0,408.0,2.2843,183.8
-118.42,34.24,35.0,1507.0,281.0,1025.0,286.0,4.5833,177.2
-121.96,37.23,36.0,4423.0,632.0,1719.0,608.0,7.8407,476.4
-119.03,35.37,42.0,2508.0,483.0,1035.0,442.0,2.6513,72.3
-118.27,34.06,26.0,513.0,338.0,1204.0,321.0,1.4904,275.0
-121.92,37.53,7.0,28258.0,3864.0,12203.0,3701.0,8.4045,451.1
-118.53,34.37,8.0,3839.0,852.0,1342.0,593.0,3.9118,333.7
-118.45,37.25,20.0,1468.0,283.0,721.0,270.0,3.0817,118.8
-118.01,33.93,34.0,2424.0,468.0,1293.0,444.0,3.275,189.9
-117.27,33.22,5.0,2283.0,337.0,999.0,325.0,5.0249,196.7
-121.22,37.8,28.0,2608.0,576.0,1719.0,554.0,2.1186,94.4
-118.15,33.93,25.0,1948.0,433.0,1128.0,429.0,3.7614,255.9
-122.25,37.87,52.0,609.0,236.0,1349.0,250.0,1.1696,500.001
-119.4,35.06,21.0,2213.0,458.0,1250.0,440.0,2.9187,52.1
-120.6,35.1,16.0,3290.0,686.0,1497.0,655.0,2.6875,178.2
-118.4,34.21,45.0,972.0,181.0,554.0,187.0,4.8194,181.3
-122.01,37.56,6.0,3028.0,778.0,1531.0,736.0,4.4259,158.0
-117.99,33.77,15.0,2081.0,531.0,1617.0,561.0,3.4955,160.9
-117.9,33.69,13.0,9947.0,1675.0,4071.0,1582.0,5.422,316.6
-117.86,33.75,31.0,1761.0,515.0,1810.0,468.0,1.9309,173.4
-122.37,37.58,52.0,2188.0,361.0,917.0,357.0,4.4,500.0
-118.15,35.06,15.0,1069.0,296.0,569.0,263.0,2.0441,73.3
-121.29,38.13,20.0,3168.0,514.0,1390.0,490.0,5.0,154.8
-118.23,34.1,38.0,1051.0,249.0,799.0,229.0,2.712,143.8
-122.43,37.79,25.0,1637.0,394.0,649.0,379.0,5.0049,460.0
-121.93,37.32,51.0,2711.0,728.0,1607.0,724.0,3.0,184.7
-118.22,33.93,30.0,443.0,170.0,903.0,189.0,2.1964,125.0
-122.49,37.75,47.0,2140.0,425.0,1105.0,401.0,3.7054,308.5
-118.23,34.21,32.0,1464.0,406.0,693.0,380.0,2.5463,200.0
-121.79,36.93,19.0,2512.0,509.0,1856.0,537.0,3.1815,189.1
-118.41,34.04,49.0,601.0,95.0,228.0,106.0,8.0239,500.001
-118.06,34.08,37.0,778.0,205.0,850.0,198.0,2.5119,180.5
-117.08,32.91,9.0,1547.0,218.0,683.0,231.0,7.5604,327.9
-120.7,38.75,19.0,2325.0,430.0,967.0,376.0,2.9,158.7
-118.35,34.11,33.0,7478.0,1678.0,2701.0,1500.0,4.1717,500.001
-118.35,33.93,31.0,2746.0,697.0,1973.0,598.0,3.5139,192.8
-118.22,34.09,40.0,1081.0,282.0,970.0,263.0,1.875,150.0
-118.42,34.02,21.0,3244.0,815.0,1423.0,781.0,3.6488,340.8
-118.15,34.21,34.0,2765.0,515.0,1422.0,438.0,5.4727,238.9
-119.01,36.06,25.0,1505.0,367.0,1392.0,359.0,1.6812,47.7
-118.24,34.15,20.0,2734.0,658.0,1562.0,607.0,3.3906,284.1
-119.98,36.74,26.0,1453.0,251.0,896.0,260.0,3.4861,112.5
-121.91,36.62,52.0,1431.0,300.0,657.0,293.0,3.2865,240.1
-118.51,34.19,35.0,2537.0,418.0,1161.0,421.0,5.3028,229.2
-118.12,33.91,36.0,1432.0,265.0,749.0,261.0,3.5772,207.4
-117.98,33.65,22.0,3592.0,527.0,1598.0,523.0,6.5501,294.9
-118.43,34.11,27.0,10806.0,1440.0,3511.0,1352.0,12.7296,500.001
-121.99,37.32,20.0,4461.0,864.0,2042.0,808.0,4.7083,217.7
-118.51,34.24,31.0,5297.0,664.0,1986.0,657.0,8.6454,483.5
-121.97,38.03,17.0,3685.0,685.0,1939.0,649.0,3.7043,139.8
-118.46,34.19,35.0,1491.0,295.0,779.0,309.0,6.1142,256.3
-119.89,36.73,43.0,524.0,93.0,302.0,93.0,2.6146,81.3
-117.62,34.11,31.0,2561.0,414.0,1204.0,435.0,4.4637,192.8
-117.01,32.77,34.0,3330.0,723.0,1592.0,656.0,2.6678,164.2
-122.32,41.31,45.0,1393.0,294.0,521.0,249.0,1.1915,71.9
-118.35,33.97,25.0,1864.0,616.0,1710.0,575.0,2.2303,159.4
-118.12,34.17,52.0,2166.0,483.0,1308.0,467.0,3.0417,222.6
-121.84,37.33,26.0,1934.0,408.0,2059.0,416.0,3.6765,163.6
-120.81,38.73,38.0,2005.0,385.0,882.0,353.0,2.5104,120.5
-119.83,36.79,35.0,1872.0,363.0,1054.0,369.0,3.3272,65.6
-118.13,34.1,24.0,4670.0,1185.0,2478.0,1107.0,3.1975,252.4
-118.27,34.05,52.0,1292.0,864.0,2081.0,724.0,0.9563,275.0
-118.21,33.98,37.0,788.0,215.0,883.0,221.0,2.6818,164.6
-120.94,37.6,30.0,3257.0,574.0,1804.0,588.0,3.5331,102.9
-121.94,37.31,30.0,1680.0,312.0,858.0,310.0,4.0474,280.5
-118.11,34.17,46.0,2837.0,592.0,1453.0,549.0,3.1115,234.6
-122.23,37.79,30.0,999.0,264.0,1011.0,263.0,1.8854,137.5
-122.02,37.4,33.0,2015.0,484.0,1285.0,419.0,4.0655,226.8
-121.73,37.71,12.0,5608.0,1049.0,2595.0,1067.0,3.9864,200.2
-122.47,37.74,52.0,3797.0,668.0,1633.0,658.0,5.6787,363.6
-121.8,38.69,8.0,3544.0,691.0,2118.0,678.0,3.7477,122.2
-120.65,37.33,25.0,1731.0,311.0,810.0,266.0,4.1058,107.6
-118.36,33.83,35.0,1378.0,247.0,645.0,217.0,5.9143,343.4
-122.15,37.43,47.0,2600.0,490.0,1149.0,465.0,5.0203,476.3
-122.39,37.72,45.0,2893.0,570.0,1923.0,535.0,3.6607,192.3
-121.23,38.79,45.0,907.0,176.0,463.0,190.0,2.2292,92.0
-118.29,33.89,35.0,2810.0,614.0,1578.0,601.0,3.59,200.6
-118.34,34.08,52.0,1721.0,195.0,688.0,196.0,15.0001,500.001
-122.39,37.72,52.0,135.0,34.0,93.0,26.0,2.1484,181.3
-122.33,37.53,18.0,4493.0,760.0,1784.0,725.0,6.7042,413.0
-118.09,34.07,26.0,794.0,182.0,709.0,170.0,3.175,170.8
-118.39,34.08,52.0,1244.0,304.0,444.0,282.0,3.5114,430.8
-117.35,33.95,28.0,1650.0,210.0,557.0,211.0,7.6632,204.8
-121.44,38.54,47.0,2518.0,501.0,1308.0,471.0,2.5389,75.7
-121.97,37.87,4.0,1029.0,126.0,416.0,122.0,13.4883,500.001
-121.83,36.62,33.0,1771.0,398.0,1037.0,388.0,2.7708,161.8
-122.41,37.8,52.0,3697.0,837.0,1446.0,711.0,5.866,500.001
-117.87,33.86,19.0,2232.0,448.0,1149.0,417.0,3.1534,324.4
-118.23,33.78,20.0,59.0,24.0,69.0,23.0,2.5588,350.0
-118.2,33.93,40.0,1929.0,417.0,1780.0,419.0,3.4402,149.4
-118.31,34.08,23.0,1443.0,521.0,1264.0,450.0,2.7543,220.0
-118.12,34.15,19.0,557.0,216.0,673.0,212.0,2.1763,168.8
-118.73,34.27,23.0,4550.0,762.0,2301.0,744.0,4.556,205.3
-118.11,33.85,36.0,2418.0,389.0,1138.0,387.0,4.8393,216.3
-118.27,33.95,39.0,1529.0,358.0,1154.0,357.0,1.2091,97.9
-118.25,34.05,8.0,3105.0,1256.0,1086.0,997.0,0.8131,275.0
-119.71,34.43,48.0,2408.0,536.0,1005.0,497.0,3.5213,458.6
-118.18,33.94,43.0,2724.0,612.0,2340.0,570.0,2.7,165.0
-121.88,36.6,30.0,1671.0,469.0,760.0,375.0,2.5164,178.1
-117.99,33.71,18.0,1994.0,578.0,3031.0,577.0,2.7614,237.5
-124.26,40.58,52.0,2217.0,394.0,907.0,369.0,2.3571,111.4
-117.32,34.19,6.0,1068.0,182.0,999.0,188.0,4.7222,109.0
-122.13,37.77,24.0,2459.0,317.0,916.0,324.0,7.0712,293.0
-122.84,38.39,16.0,1688.0,292.0,793.0,280.0,4.4357,216.9
-118.39,33.97,44.0,1097.0,186.0,513.0,185.0,6.235,361.4
-122.0,37.32,34.0,3450.0,731.0,1915.0,689.0,4.7402,244.5
-121.43,37.75,41.0,1717.0,325.0,855.0,303.0,2.75,127.3
-118.19,33.78,42.0,1021.0,300.0,533.0,187.0,1.8036,175.0
-122.22,37.46,13.0,2888.0,546.0,1182.0,504.0,6.0255,409.3
-118.02,33.97,34.0,1903.0,293.0,887.0,306.0,6.148,313.8
-119.3,36.34,45.0,3723.0,831.0,2256.0,770.0,1.8299,63.1
-117.11,32.69,37.0,2395.0,627.0,2489.0,599.0,1.5933,86.3
-122.08,37.89,39.0,3018.0,501.0,1223.0,489.0,6.2924,283.9
-118.04,33.87,17.0,2358.0,396.0,1387.0,364.0,6.299,285.8
-117.9,34.1,35.0,2739.0,475.0,1481.0,483.0,4.5655,176.6
-121.81,37.23,16.0,1674.0,281.0,850.0,254.0,5.3157,253.3
-122.16,37.75,44.0,617.0,131.0,378.0,135.0,2.5568,111.1
-118.32,33.89,34.0,2675.0,560.0,1270.0,492.0,4.5053,242.0
